ProvincePoliAdmin;Cheflieux;Proved;Sproved;Territoire;Groupement;Commune;Nom Ecole;Adresse;GPS_latitude;GPS_longitude;GPS_altitude;GPS_precision;Numero SECOPE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;KUTU 1;NIOKI VILLE;MINKOKO;NIOKI;BONYA ECOLE MATERNELLE;DE LA SOURCE;-2.7137598395347595;17.694291975349188;294.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAI-NDOMBE;INONGO;MAI-NDOMBE;KUTU 1;NIOKI VILLE;KENZUMA ;NIOKI;SARAH1 ECOLE MATERNELLE;KENZUMA ;-2.71383389364928;17.679677372798324;307.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;BOMONGO 1;BOMONGO;MANGBA;BOMONGO;BOLEKO ECOLE MATERNELLE;BUBURU;1.4391769235953689;18.038309421390295;282.0;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BUMBA 3;BUMBA;YALINGIMBA ;;MAKANI ECOLE MATERNELLE;YALOWONGO;2.2258412512019277;22.934036487713456;386.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BUMBA 3;BUMBA;YAMOLOTA;;LITALIA COMPLEXE SCOLAIRE;BOKATA PANGE;2.2246328741312027;23.144089998677373;344.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;BOMONGO 1;BOMONGO;BOMONA;BOMONGO;E.M MUKOWA ECOLE MATERNELLE;BOMONGO;1.3838760601356626;18.350819796323776;310.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;BOMONGO 1;BOMONGO;MANGBA;BOMONGO;EM LEBENGE ECOLE MATERNELLE;BUBURU  1;1.439072610810399;18.038316797465086;302.0;20.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;BOMONGO 1;BOMONGO;BOMANA;BOMONGO;E.M NSINGA ECOLE MATERNELLE;BOMONGO;1.3784898072481155;18.350007757544518;313.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;SWA_TENDA;KASONGO LUNDA;MUTWAMBALA ;NEANT;EM SANGANGA ECOLE MATERNELLE;TALAMATUNGA ;-7.514512063935399;17.67003810033202;782.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;SWA_TENDA;KASONGO LUNDA;NZASI MWADI ;NEANT;REVEREND MUKAMBU ECOLE PRIMAIRE;SWA-MASANGU ;-7.388657787814736;17.133014174178243;518.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;KASA;KASONGO LUNDA;KASA ;NEANT;EM. MAKELO 1 ECOLE MATERNELLE;MUKUNDJI;-6.9071915885433555;17.335938708856702;849.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;KASA;KASONGO LUNDA;KASA;NEANT;EM. MAKELO 2 ECOLE MATERNELLE;MAYOMBO;-6.907285675406456;17.33583259396255;849.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;GANAKETI;FESHI;MULASA MBAKA;NEANT;BANANE BAKWANGU ECOLE MATERNELLE;KABOLO;-5.8499518828466535;17.465200731530786;764.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;GANAKETI;FESHI;TSAKU KAKABATU;NEANT;MAWANA ECOLE PRIMAIRE;BIKANKA;-6.344134812243283;17.66961590386927;851.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;GANAKETI;FESHI;TSAKU MALAFU;NEANT;EM ROSINE ECOLE MATERNELLE;VILLAGE TSAKU MALAFU;-6.131101660430431;18.148922882974148;812.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;SWA_TENDA;KASONGO LUNDA;YAMFU KILUNGA ;NEANT;EMAT SANGANGA ECOLE MATERNELLE;YAMFU KILUNGA ;-7.51497583463788;17.671272167935967;815.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;GANAKETI;FESHI;KAMBUNDI NGANGA;NEANT;MAMAN AGELIQUE ECOLE PRIMAIRE;MAVUNDA;-6.163267004303634;17.643286334350705;772.0;9.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;GANAKETI;FESHI;MUNTANGU TARI;NEANT;NGUNGI /KINGUNDU ECOLE PRIMAIRE;KINGUNDU;-6.146966549567878;17.607877319678664;789.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 2;BONGANDANGA;BODALA;NEANT;LA TEMPERANCE/MOLONDO ECOLE PRIMAIRE;MOMBAKA/BOSO-SIMBA ;1.9013281585648656;21.749722687527537;341.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 2;BONGANDANGA;BODALA;NEANT;REV. ASANGA ECOLE MATERNELLE;AVENUE MOBUTU/ BOSONDJO ;1.8527310993522406;21.767004830762744;359.0;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 2;BONGANDANGA;BODALA;NEANT;LA VICTOIRE  ECOLE MATERNELLE;CENTRE BOSONDJO ;1.855821842327714;21.76637920551002;374.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 1;GANAKETI;FESHI;KAMBUDI TUMBI;NEANT;MAMAN LUTUMI ECOLE MATERNELLE;PANDA TSAKATA;-6.162806167267263;17.64343067072332;743.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 2;BONGANDANGA;BODALA;NEANT;LA PROTECTION  ECOLE MATERNELLE;NOUVELLE CITÃ‰/BOSONDJO ;1.8634959356859326;21.768630500882864;380.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BONGANDANGA 1;BONGANDANGA;N''SELE;NEANT;MAMAN BOYALI ECOLE MATERNELLE;AV. BOSOMELO 12;1.5046077780425549;21.075319703668356;373.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;BUMBA 3;BUMBA;YAMOLOTA;;MONDOKO ECOLE PRIMAIRE;YALISOMBO;2.1931621385738254;23.18295336328447;369.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;BUSINGA 1;BUSINGA;LUMBUMBA;NEANT;EM BUSINGA  ECOLE MATERNELLE; CCU/ CITÃ‰  BUSINGA ;3.3559881756082177;20.87022635154426;347.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 1;GEMENA 2;GEMENA;BOTELA;;EM DVC/BWAMANDA ECOLE MATERNELLE;BOTELA;3.2320893555879593;19.35132742859423;377.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 1;GEMENA 2;GEMENA;BUNGBA ;;EM DVC BUNGBA ECOLE MATERNELLE;BUNGBA;3.226832477375865;19.329356364905834;361.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;KASONGO LUNDA 2;KASONGO LUNDA;TEMBO;TEMBO;MADILA ECOLE MATERNELLE;TEMBO;-7.688123155385256;17.33169243671;681.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;KASONGO LUNDA 2;KASONGO LUNDA;TEMBO;TEMBO;MAFUTA ECOLE MATERNELLE;TEMBO;-7.688728203065693;17.331354394555092;666.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;SWA_TENDA;KASONGO LUNDA;SWA-YENGA ;NEANT;KABALO ECOLE MATERNELLE;YENGA LUSUNDJI ;-7.038862109184265;17.313046054914594;713.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KWANGO;KENGE;KWANGO 2;SWA_TENDA;KASONGO LUNDA;NZASI MWADI;NEANT;MUTSIETU ECOLE MATERNELLE;NZASI MWADI;-7.565514813177288;17.262056758627295;643.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;KAKENGE;MWEKA;LOMBELO;KAKENGA;BUKONGA ECOLE MATERNELLE;VILLAGE  BANONGO;-4.871402615681291;21.652054572477937;567.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;LUNYEKA;KAMONIA;BAKWA MULUME 2;KAMONIA;PLACIDE KWETE ECOLE MATERNELLE;TSHIMBANGU;-6.627761987037957;21.343627693131566;699.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 2;KAKENGE;MWEKA;MPIANGA MBANTSHI;KAKENGA;GOGO ECOLE MATERNELLE;MALONGO1;-4.849902321584523;21.561483750119805;570.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;BUSINGA 2;BUSINGA;BOKUDU;BUSINGA;MASIKINI  ECOLE MATERNELLE;BOKUDU 3/GBUDA;3.6105559207499027;20.76152446679771;356.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;BUSINGA 2;BUSINGA;BOKUDU;BUSINGA;EM PETIT D''EDEN ECOLE MATERNELLE;MISSION LOKO;3.622242766432464;20.787203013896942;418.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;BUSINGA 1;BUSINGA;CENTRE URBAIN 2;NEANT;MASIKINI ECOLE MATERNELLE;AVENUE DE L'HÃ”PITAL;3.3431292045861483;20.876588383689523;342.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORD-UBANGI;GBADOLITE;NORD UBANGI;BUSINGA 1;BUSINGA;CENTRE URBAIN 2;NEANT;BOSOMI ECOLE MATERNELLE;CENTRE URBAIN 2;3.339856951497495;20.88090095669031;348.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 1;TSHIKAPA VILLE;POKOLO;MBUMBA;2 LUSE ECOLE PRIMAIRE;AV KANANGA NÂ° 1;-6.400426249019802;20.82994870841503;541.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 2;TSHIKAPA VILLE;KAMAKONDE ;DIBUMBA I;REV MUSHIYA  ECOLE MATERNELLE;AV KITONA NÂ°3;-6.412082836031914;20.779950488358736;489.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 2;TSHIKAPA VILLE;KABUATU;DIBUMBA I;SUKISA ECOLE PRIMAIRE;AV NKANSENSE NÂ° 70;-6.401790278032422;20.781081710010767;444.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 2;TSHIKAPA VILLE;SYLVAIN  MUZOMBO;DIBUMBA I;JAQUES KABEYA ECOLE MATERNELLE;AVENUE  KHOMA N 19;-6.413274826481938;20.766447829082608;529.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 2;TSHIKAPA VILLE;SYLVAIN  MUZOMBO;DIBUMBA I;JAQUES KABEYA ECOLE MATERNELLE;AVENUE  KHOMA N 19;-6.413274826481938;20.766447829082608;529.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 2;TSHIKAPA VILLE;KASOKA;DIBUMBA I;KUSUANGULUKA ECOLE PRIMAIRE;AV. TSHIHUMBUE;-6.416696612723172;20.747788539156318;560.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KASAI;TSHIKAPA;KASAI 1;TSHIKAPA 2;TSHIKAPA VILLE;NSAMBA;DIBUMBA I;SAINTE THERESE  MBAKA ECOLE MATERNELLE;AV.LUMUMBA NÂ°25;-6.419595452025533;20.757429907098413;556.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;ZONGO;ZONGO VILLE;KUSSA ;NZULU;KUSSA  ECOLE MATERNELLE;15, SARATUMBA;4.337734719738364;18.58787678182125;342.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;ZONGO;ZONGO VILLE;KUSSA1;NZULU;EBEN EZER ECOLE PRIMAIRE;MOBUTU;4.35105113312602;18.59884257428348;341.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;KUNGU 2;KUNGU;BOMBOMA1;KUNGU;BOSOMBO ECOLE MATERNELLE;BOKUMU2;2.4222919810563326;18.90243091620505;342.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUD-UBANGI;GEMENA;SUD UBANGI 2;ZONGO;ZONGO VILLE;KUSSA ;NZULU;LE BON BERGER  COMPLEXE SCOLAIRE;BLOC3/KUSSA;4.335280163213611;18.581984555348754;347.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 1;LISALA VILLE;UPOTO;BOLIKANGO;MAMAN. BANA ECOLE MATERNELLE;UPOTO;2.140025901608169;21.494386279955506;382.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 2;LISALA;GBENZALE;BINGA;BINGA ECOLE PRIMAIRE;EZINE BINGA;2.1451785508543253;21.51783088222146;386.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 1;LISALA VILLE;KIMBANGUISTE ;MONGALA;NGENDU 2 ECOLE MATERNELLE;AV MOMBANGI4 N' 01;2.16152414213866;21.51947700418532;395.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 1;LISALA VILLE;EBABO ;BOLIKANGO;EQUATEUR  ECOLE PRIMAIRE;01,Ã‰QUATEUR;2.1585249714553356;21.507682241499424;413.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 1;LISALA VILLE;KIMBANGUISTE;MONGALA;BEL  ANGE ECOLE MATERNELLE;56, AV MADZALANGA;2.167653408832848;21.516197584569454;404.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 1;LISALA;MONDUNGA;NEANT;NGENDU ECOLE PRIMAIRE;MOMBILO;2.2837291471660137;21.46798873320222;394.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MONGALA;LISALA;MONGALA;LISALA 1;LISALA VILLE;PECHER ;BOLIKANGO;MINZOTO WELA ECOLE PRIMAIRE;AV.LINGWALA.10;2.1427452843636274;21.506102923303843;376.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;LUKOLELA 1;LUKOLELA;Q.3;NEANT;MAMAN ESENA ECOLE MATERNELLE;AV. MOBUTU;-1.0617982875555754;17.178409723564982;298.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EQUATEUR;MBANDAKA;EQUATEUR 1;LUKOLELA 1;LUKOLELA;MPAMA;NEANT;MAMA YAKONGO ECOLE MATERNELLE;MPOKA;-1.4059427194297314;17.049266640096903;347.0;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
